단어,빈도수
다음해,1
팔기,1
캄캄하고,1
볼멘,1
참다랗,1
심지,1
그을,1
푸고,1
얌전하게,1
냉담,1
흉내내,1
헤매다,1
반기,1
달래며,1
뀌,1
눈곱,1
떼며,1
무르팍,1
기어나와,1
뱀,1
닿아,1
갈라져,1
초록빛,1
망가져서,1
썼다는,1
눕기,1
러보았,1
반짇고리,1
솟구쳐,1
필심,1
묻혔다,1
양칫물,1
헹구,1
빠져나왔던,1
혼방,1
화전민,1
모르기,1
태어나면,1
바둑판,1
베끼,1
지겨워하는,1
해주기로,1
좋구나,1
동도,1
꼭두새벽,1
부러울,1
물어다주는,1
걸스,1
3월,1
개학,1
서성거리며,1
드러나기,1
꾸었다,1
드러,1
스미는,1
석회,1
돋듯이,1
나자마,1
혼백,1
이치로,1
중절,1
수술,1
거래,1
화장품,1
원료,1
쓰이기도,1
한다던가,1
내렸었다,1
꾸는지,1
하늘색,1
어둑신,1
긁고,1
외틀,1
이도,1
좋으,1
참듯,1
감았,1
넓어졌을까,1
지키지,1
꿀,1
늘그,1
등나무,1
멈추기,1
또렷했,1
부화,1
되다,1
달걀,1
들어올리,1
끌어안자,1
방수,1
겉감,1
느려지는,1
식용유,1
초기,1
단계,1
샛노란,1
얌전히,1
생기지,1
않았으나,1
돌아보기를,1
없단다,1
솜타,1
터뜨려,1
질질,1
꾸러미,1
풀었다,1
깨지기,1
만져보다,1
귀한,1
찾아올,1
기다리듯이,1
불안했는지,1
꿈틀꿈틀,1
보았다가는,1
기다렸는지,1
불가사의한,1
단정한데다,1
엄격할,1
주었지만,1
방심하게,1
놀랄,1
털어놓아도,1
사먹곤,1
축축한,1
비추었다,1
되며,1
초생,1
달빛,1
보아놓,1
찍어서,1
태웠던,1
그러했을,1
엎어지며,1
어흑,1
명치끝,1
오두마니,1
찧으며,1
소맷자락,1
서름한,1
선득하게,1
나타,1
날리기,1
오두카니,1
해서였을까,1
해놓은,1
빈집,1
기다렸,1
서둘러야,1
부치러,1
으면서,1
고치는,1
진눈,1
걸인,1
명동,1
구걸,1
부쳐야,1
차편,1
놓치면,1
매진,1
까짓,1
석도,1
나쁠,1
편해졌다,1
암기,1
고르느라고,1
들여다보면서,1
어휘,1
찾아내기도,1
시키기,1
간결한,1
오다,1
국숫발,1
덜어주고,1
아니라도,1
왠지,1
붉히며,1
쓰기,1
올라오면서부터,1
굴려,1
두겠다고,1
오르,1
시린,1
쥐었다가,1
얼어붙으면,1
녹였다가,1
돌아보면,1
로라,1
구차,1
겁나는,1
건지도,1
모르지,1
행사,1
예매,1
다투고,1
싶지는,1
묻잖아,1
된다면,1
의연하게,1
할말,1
라고만,1
집행,1
뱉,1
머뭇거리고만,1
그이,1
많았,1
썼는데,1
적절히,1
썼고,1
없거든,1
국수,1
사형,1
가겠다,1
해보았던,1
거침,1
풀어놓았다,1
박았어요,1
해봤어요,1
했지요,1
얽힘에,1
났지요,1
어려웠지만,1
어려움,1
떠났어요,1
반년,1
늦잠,1
전인,1
드시,1
추악하고,1
시공간,1
떠돌기,1
쓸려,1
내버린,1
노랫말,1
떠올려내곤,1
둘러싸여,1
들려주고,1
기울여주고,1
들려주어야,1
여야,1
부치는,1
요약,1
감미,1
고통스럽고,1
명윤입니,1
걸렸거나,1
더듬을,1
날달걀,1
내리치고,1
프라이,1
팬,1
영업,1
벌었어요,1
올라왔어,1
박는,1
나왔지요,1
십사,1
말버릇,1
윤입니,1
가다듬더니,1
간단하고,1
명확해져야,1
돌아왔죠,1
버지,1
한해,1
떠나서,1
왔지요,1
남녀공학,1
엉클어져,1
어둑어둑하던,1
기적처럼,1
밝아지는,1
헛간,1
하여지는,1
멀었었나,1
지우,1
감겨,1
시큰했다,1
걷어내고,1
역마,1
에만은,1
들었으리라,1
였다는,1
감미로운,1
자유,1
슨,1
상관없어요,1
베이지,1
헝클어,1
정비,1
흘렸던,1
접혔다,1
하시지,1
실패할,1
그만둘,1
올라왔다가,1
헝클어졌다,1
절제,1
있지도,1
은걸요,1
제때,1
뒤예,1
써야지,1
적어주었어요,1
받으려면,1
가봐야,1
가출,1
좋아하실,1
비례,1
멀어졌,1
억울함을,1
외칠,1
달라붙은,1
울부짖었다고,1
소리내,1
뚱,1
조끼,1
벗어던졌다,1
잃어버렸다는,1
휘감았다,1
달리는지,1
주먹밥,1
부스러뜨리듯이,1
내던져지며,1
꺼지며,1
찰나였다,1
가벼운,1
압정,1
치맛,1
스칠,1
나직한,1
걸으면서,1
음악처럼,1
증발,1
맺어,1
재킷,1
쏟아지고,1
움큼,1
사타구니,1
돋았다,1
앙상하고,1
번득이는,1
산산이,1
내려놓았을,1
접고,1
올려다,1
었으리,1
이리,1
악마,1
끌어안으려는,1
흘러나오기,1
매끄러웠다,1
담채,1
누드,1
외치려,1
깨물려,1
뚫,1
달려들고,1
무겁던,1
도려내는,1
내던지듯이,1
무인도,1
등대,1
뭍,1
커졌다,1
박질이,1
달려오,1
질렸다,1
경쾌하던,1
달음박질,1
꾸라,1
찢어지는,1
긁힌,1
땀띠,1
약하게,1
얹어주기만,1
문틈,1
은혜,1
흔들리지,1
닢,1
돌아선,1
가리켜,1
늦었으니,1
나가도록,1
싫다는,1
나서면서,1
시켜주면서,1
성한,1
넘어가,1
있자니,1
먹이,1
재워,1
쓰듯,1
하질,1
않나,1
간살,1
뱉듯,1
싸늘했으며,1
도마뱀,1
털어내듯이,1
야멸차,1
빼앗았,1
전번,1
썼을,1
했나,1
친근한,1
그만두려니까,1
사두,1
그러네,1
자서전,1
않겠나,1
접때,1
내겠다고,1
우겼,1
떠밀다시피,1
몰아내자,1
사겠다고,1
물컹,1
척추,1
사뭇,1
찾아오지,1
그만두고,1
면허,1
취득,1
실한,1
셋값,1
악바리,1
부득부득,1
전당포,1
맡기거나,1
박보,1
차차,1
비키,1
따른,1
비커,1
찍게,1
서리,1
했더니만,1
들리던데,1
마누라,1
망가져,1
버렸는,1
알았더랬,1
마르는,1
집어넣지,1
낯설,1
살갑,1
끊었는가,1
우묵하게,1
마모,1
갈았다,1
바스,1
외박,1
찍긴,1
대기실,1
광선,1
완벽했다,1
추듯,1
뿜어내고,1
허송,1
사진책,1
사놨더랬,1
있겠나,1
실린다,1
실려야,1
균형감각,1
살아났다,1
짓거리,1
녹아내렸다,1
쪼그라든,1
움켜쥐며,1
떠올려,1
눅신눅신해지는,1
카롭,1
벼려,1
로그,1
사인,1
들어간다,1
뻐근하게,1
들어가던,1
돌아간,1
기던,1
떠올라,1
꼬였다,1
찡긋,1
했던가,1
돌이,1
수줍고,1
뒤따라나오면서,1
갖도록,1
펼쳐놓고,1
앞면,1
맞추어놓은,1
떠졌다,1
적색,1
잊히지,1
얼룩덜룩한,1
배경인,1
샘솟아,1
빠져나오면서,1
쩌,1
끊긴,1
려니,1
있으려니,1
숨쉬고,1
퍼덕퍼덕,1
췌장암,1
앓으셨,1
빠져나가려,1
시키,1
끔찍해,1
경망,1
냈지만,1
싫단,1
모르면,1
있겠거니,1
정미,1
돌아가셨어요,1
아프셨는데,1
돌아가실,1
드리는,1
믿는단,1
치려던,1
지어내어,1
가리며,1
일으켰을,1
두웠다,1
계신가요,1
드려서,1
하시죠,1
더듬던,1
짚었다,1
나무숲,1
나오기,1
닥쳐,1
주자,1
부들부들,1
묶는,1
텅스텐,1
묶기,1
중얼거리는,1
틀림없,1
켜졌다,1
둘러보며,1
튀어나왔다,1
합창,1
가리라,1
공산,1
앉았다가,1
까진,1
리자,1
한밤,1
밀어놓았다,1
다녀올,1
사가,1
씻,1
성모,1
찾으시면,1
헤집었다,1
죽다니,1
미쳤니,1
벽면,1
달라진,1
누웠다가,1
비슷하다고,1
걸으면서도,1
불편한지,1
닫히려,1
머물기,1
간발,1
급합니다,1
급하단,1
순서,1
들렸,1
깨어나지,1
덮으려는,1
곱상한,1
호텔,1
보다가,1
넣어주었다,1
되돌아와,1
치기,1
잠잠해진,1
눕혀놓은,1
뒤졌,1
육십만원,1
신용카드,1
알아냈어야,1
맺혔,1
오백,1
오백이,1
엎어졌다,1
잠갔어야,1
소리내면,1
태연하게,1
잠그자마자,1
주었으나,1
엇갈리는,1
빼어가지고,1
어쨌단,1
발악,1
않고도,1
실의,1
넘었지만,1
챙긴,1
청계천,1
백만원,1
입어야,1
움츠린,1
반디,1
삼삼오오,1
후리하다는,1
지루하게,1
올라가자마자,1
출기,1
생월,1
작동,1
용돈,1
좌였던,1
아쉬운,1
느긋하게,1
서세요,1
놓쳤다,1
가려고,1
온라인,1
출하,1
빠를수록,1
떠나려는,1
이어지고,1
좋다구,1
행복하게,1
모른다구,1
알았다면,1
살지도,1
않았겠지,1
뒷골목,1
하니까,1
우쭐,1
있냐면,1
되려,1
죽어도,1
슬프지가,1
않겠지,1
중요하니까,1
입었는지,1
샀고,1
냈는지,1
미쳤다는,1
이대로,1
찍어야만,1
힘들고,1
처절하기도,1
유감,1
독특,1
마스코트,1
객,1
청곡,1
행복했을까,1
바빴다,1
보냈고,1
붉은빛,1
감기어서,1
양감,1
어뜨리,1
억세지,1
다도해,1
섬세했으나,1
점도,1
이태원,1
흡족하지,1
꾸려,1
스튜디오,1
깊을수록,1
검었으,1
들여다보면,1
치워,1
드러내던,1
말미암아,1
사로잡혔었다,1
책임감,1
생겨,1
적응,1
살아간다고,1
허드렛일,1
탕,1
으니,1
탔었다,1
러살,1
떠나게,1
쫓기듯,1
했지,1
살며,1
쩌렁,1
울리더니,1
생존자,1
병아리,1
둘러주며,1
오열,1
목마름,1
우뚝우뚝한,1
병들이,1
대안,1
북어,1
드라마,1
버텼다는,1
생방송,1
늦어졌다고,1
부딪치는,1
라라,1
찍어낼,1
담아내고,1
싶어하고,1
알았으므로,1
딱히,1
코드,1
수북이,1
그만두겠습니다,1
비웃었다,1
재주,1
부리고,1
쫓아다니고,1
끌거나,1
핥을,1
따름,1
않았거나,1
고만,1
체인점,1
내려가니,1
날렵한,1
옷가게,1
갈아입었다,1
뛰고,1
어정거리는,1
줄이기,1
사기,1
기로,1
망설일,1
지나면서,1
없을뿐더러,1
요청,1
세방,1
오르던,1
부와,1
라고까지는,1
나오면서,1
대담하게도,1
팽창해,1
영등포역,1
강인하고,1
가리지도,1
의연하고,1
닝복,1
찾아냈을,1
적대,1
인신,1
죽게,1
인가의,1
상행,1
부상,1
당했다고,1
꺼지면서,1
내렸,1
지나던,1
쳤으며,1
높였다,1
해풍,1
집요하면서도,1
반죽,1
끈질기,1
치대듯이,1
짭짤한,1
부풀어,1
쓰러지듯이,1
위액,1
크리넥스,1
가시려고요,1
묻소,1
갑작스런,1
치밀었으므로,1
자코,1
되었고,1
알코올중독자,1
타기,1
빨다가,1
병따개,1
빈속,1
대번,1
잡아탔다,1
넘긴,1
노래였다,1
짜고,1
들으러,1
살아나는,1
귓전,1
외치던,1
태어나면서부터,1
션,1
풍부하며,1
호리호리,1
성량,1
음폭,1
크다는,1
진정한,1
재능,1
두어야,1
찾아갔다면,1
달라졌을까,1
나주,1
마른안주를,1
돋았던,1
패티김,1
바이브,1
동강,1
뒤따르던,1
가시려면,1
하셔야겠는데요,1
퇴락,1
내렸을지,1
쓰라려오는,1
위장,1
갖추기,1
진절머리,1
일몰,1
줄이시오,1
키우라고,1
볼멘소리,1
뱉더니,1
가까워지자,1
불러주고,1
나치,1
볼룸,1
웅거,1
암청색,1
스며들어,1
둥근,1
아우른,1
봤단,1
계신,1
오신,1
아니었나요,1
기다렸던,1
움찔,1
키워,1
신원,1
벼락,1
내리치던,1
터뜨렸던,1
꿨었는데,1
울부짖었었다,1
꿨는데,1
하혈,1
창백해진,1
추전역,1
고속도로,1
승합차,1
배려이긴,1
끝일,1
언뜻언뜻,1
삼키려는,1
빨아들이려,1
캄캄해져,1
파헤쳐,1
모여들어,1
태어나고,1
병들고,1
가기까,1
지의,1
팔백오십,1
고구마,1
낭창낭창,1
붙안은,1
올려놓는,1
묶어놓은,1
져나가,1
빠져나왔을,1
녘처,1
옮겨진,1
큰아들,1
업혀가며,1
서부터는,1
골말,1
잤을,1
기력,1
차렸다고는,1
새라고도,1
않았기에,1
김형,1
안전히,1
하차,1
하시기,1
랍니다,1
성인,1
었는지,1
할지도,1
없는지도,1
역은,1
께서는,1
하셨다가,1
몸뚱어리,1
이라고도,1
같았는데,1
모르겠다고,1
안락한,1
출퇴근,1
사먹고,1
양치질,1
황곡발,1
별개,1
버텨라,1
나아가라,1
덜컹,1
절정,1
다다랐다고,1
동굴,1
넘어온,1
침침하여,1
어른거리고,1
나섰어야,1
나서서,1
돌아왔어야,1
찡그리던,1
감싸며,1
골절,1
중상,1
겨진,1
부산스러운,1
움직여가며,1
여고생,1
살아남은,1
가줘요,1
짓던,1
어른거렸다,1
종합병원,1
음소,1
차트,1
뛰어다니는,1
들것,1
닥친,1
임시,1
옮,1
씻어야겠다고,1
개운하게,1
터졌,1
살아남았다,1
일흔,1
다쳤다,1
들자마자,1
소규모,1
물수건,1
적시어주며,1
칠백,1
푹,1
발전차,1
걸쳐진,1
매달리고,1
연결고리,1
깨끗이,1
승려,1
꾸어지질,1
무너지,1
있었으니,1
터지고,1
고였던,1
나쁘게,1
뒤집히지,1
꾸역꾸역,1
밀려나오,1
있더군요,1
용이,1
혹독하게,1
앓았던,1
군살,1
경미한,1
다쳤으리라,1
알았다고,1
보자마자,1
뒤집힌,1
저었,1
빠져나오니까,1
더했어요,1
않았더라도,1
풀꽃,1
꺾지,1
한없,1
쓸쓸함이,1
내리다가,1
어넣곤,1
올게요,1
돌아다녀,1
주기도,1
잘해주는,1
잘못이잖아요,1
다쳐야,1
난데,1
들어서,1
우겨,1
세례,1
영화평론가,1
엉뚱한,1
주요,1
받아가며,1
주었고,1
읽어주었고,1
답답해하는,1
끊어지,1
덜했고,1
내리려고,1
죽었어요,1
차하,1
낭자,1
조반,1
쳤답니다,1
수려,1
변하여,1
끼니,1
조악한,1
알약,1
삼키는,1
회진,1
좋습니다,1
찬사,1
cover,1
photo,1
이대원,1
design,1
윤종윤,1
본문,1
유현,1
높였을,1
빙그레,1
바뀌는,1
있으면서,1
치밀하고,1
서사,1
이스터,1
탄생,1
두는,1
미안해하며,1
심했고,1
지쳤을,1
애써주었다,1
의연하기도,1
나았잖아,1
언성,1
찾아내라고,1
꽂지,1
살려내란,1
역대,1
믿고,1
관계자,1
전원,1
엄중한,1
감식,1
국무총리,1
대통령,1
찾으니까,1
분향소,1
소화기,1
갖다놓더라,1
구요,1
안타깝게,1
밝혀졌다,1
백일,1
확실한데,1
분산,1
되었으므로,1
헤맸다,1
유전자,1
일만이,1
되어주었다,1
아팠던,1
실려와,1
젖병,1
물려주자,1
쌔,1
세근,1
울먹였다,1
찾아왔다,1
기다리지,1
뜨거워지는,1
맡에는,1
일전,1
문병,1
가져온,1
높여,1
개탄,1
대기업,1
정치인,1
급격히,1
줄어들었다,1
미칠,1
듯말,1
부터라도,1
막으려면,1
하여야,1
주장,1
아니겠느냐는,1
무고,1
삼킬지,1
칼럼,1
문책,1
본보기,1
제목,1
이점,1
고철,1
시안,1
꼬집기,1
부질없는,1
다녀도,1
잃어버렸으므로,1
114,1
전화하여,1
알아냈다,1
범죄자,1
살인자,1
놈이라며,1
꺼냈,1
포개었다,1
너무도,1
고루,1
이윽고,1
가져가도,1
움직이는,1
자제,1
찍는다더니,1
찍었구나,1
건네자,1
튈지,1
부드러움,1
애잔함이,1
느껴진다고,1
더듬더니,1
우편,1
않았을뿐더러,1
어지럽히게,1
외려,1
부담스러워,1
놔두고만,1
보냈구나,1
리통,1
가셨다가,1
갖추어,1
입었구나,1
이었나요,1
직업병,1
사진이었다고,1
그러려면,1
한다고도,1
가시는,1
열매,1
시집,1
랍,1
심연,1
세밀,1
그려,1
1998,1
오겠다며,1
달라져,1
뻔하였다,1
더부룩하던,1
깎여,1
어울리시는데요,1
어울리죠,1
건넸을,1
뛰었다,1
싣는다면,1
조라고도,1
힘들었으므로,1
같으니,1
내주겠다고,1
찾아왔다는,1
돌아가기로,1
음료,1
틀림없다고,1
되나요,1
숙이는,1
퍼져가기,1
초순,1
요양,1
이럭저럭,1
거진,1
아카시아,1
머물러,1
각기,1
끊었다가,1
어투였다,1
고맙소,1
고맙다고,1
들고는,1
술렁거림,1
늪,1
익소,1
대었다가,1
돌려주,1
닮았소,1
분이었나요,1
잃어버렸거든요,1
따지도,1
만지작거리기만,1
올려진,1
들에,1
머물렀다,1
좋았어요,1
하더군,1
휘둥그레졌다,1
보이기에,1
이상하다고만,1
였다고만,1
쯔쯔,1
있었네,1
용한,1
어둑하고,1
올라오든가,1
만나려고,1
좋군요,1
청국장,1
끓이는,1
참에서,1
양산,1
만났,1
많은지,1
익었다고,1
누이동생,1
손수건,1
방송국,1
알아냈다면서,1
하더군요,1
찾아가든가,1
다음주,1
봐서도,1
쉰다는,1
수속,1
잡는,1
좋았는데,1
착하면서부터,1
고난,1
세워놓았다,1
뜯어서,1
분류,1
얼어붙듯,1
주일,1
들어가다,1
서려,1
일으키려던,1
모아서,1
짚지,1
판촉,1
잘가,1
고맙다,1
조용,1
빼앗기고,1
웃듯이,1
무미,1
익숙하여,1
맡지,1
곰살궂게,1
닦아주고,1
전화해요,1
신으며,1
투입,1
젖히자,1
냉,1
장고,1
야채,1
비닐봉투,1
내다놓고,1
맡아지는,1
독특하고,1
가벼워진,1
휩싸인,1
찬란했다,1
활활,1
휘날렸다,1
곤충,1
수천수만,1
찬연,1
봄이었고,1
부드러웠었다,1
위편,1
스멀스멀,1
화지,1
흘러나와,1
감히,1
멈추게,1
섬세했지만,1
남해,1
뼛가루,1
뿌리러,1
해였다,1
반딧불,1
던지고,1
림,1
움켜쥐었던,1
풀었,1
가다듬으려,1
내려가는,1
생생했다,1
울부짖는,1
감추기,1
찍었던가를,1
르테,1
바이,1
희랍어,1
소이,1
끈질기다,1
있었듯,1
머문,1
음보,1
황순원문학상,1
2016년,1
연작,1
인터,1
내셔,1
수상했으며,1
이탈리아,1
라파,1
더럽혀,1
걷히지,1
바라보았지만,1
같지만,1
빤하게,1
주목,1
그러했듯,1
정교하게,1
가루약,1
풀어놓은,1
여독,1
나직,1
어두워져가는,1
연하게,1
먹처럼,1
더럽혀지지,1
콘텐츠,1
구성,1
80~90년,1
부름에,1
그립고,1
같기만,1
안락하고,1
산뜻한,1
재인식,1
다시금,1
바라다보이므로,1
또렷해질,1
신산함이나,1
긴박함은,1
상쇄되기,1
유행,1
해보게,1
소환,1
좋았던,1
떠올리는,1
은연중,1
쉽다,1
굳,1
된다고는,1
끈질,1
있었기에,1
장편,1
지녔었던,1
숭고한,1
펼치,1
자니,1
반추,1
띈,1
뛰어다닌,1
흩어지던,1
녹아내린,1
홍,1
벗어던지고는,1
황홀,1
도망,1
보여지는,1
있겠다,1
헤맴의,1
에게라도,1
떠났지요,1
썼,1
지르는,1
듣,1
무거울,1
허우적거리게도,1
소멸,1
허무,1
충만,1
남진우,1
칠줄,1
의해서만,1
시점,1
흔,1
아스라하게,1
잊힌,1
더듬는,1
까마득할,1
끌어당기,1
들어가고,1
지나치듯,1
였으나,1
괴팍한,1
외심,1
지닌,1
찾아갔고,1
러낸다,1
둘러싼,1
느껴진다,1
만장일치,1
만해문학상,1
2015년,1
송이,1
녹는,1
보편,1
아름답고,1
잃어버렸다,1
이었으나,1
떠올려진다,1
김해,1
원했고,1
여로,1
조명하,1
치열한,1
특이,1
강조,1
이하,1
일괄,1
).,1
질리,1
감춘,1
고요했던,1
가련하고,1
서러운,1
빛나는,1
녹아내리게,1
유한,1
고독,1
어둑어,1
답답,1
마주치는,1
테마,1
묻는데,1
자르고,1
뽑은,1
넘어가거나,1
(······),1
변해버,1
바란,1
내던져도,1
넣는다,1
드린,1
태어났기에,1
덮였고,1
자라난,1
평생소원,1
라지,1
밝혀지지,1
행로,1
기대하면서,1
막아서는,1
파동,1
태어날,1
농도,1
2010년,1
동리,1
2014년,1
고로,1
떠다니는,1
시달리며,1
시달리고,1
불완전함,1
희박한,1
곤란한데,1
당선,1
1999년,1
2000년,1
예술가,1
2005년,1
이상문학상,1
연유,1
왔는지,1
기원,1
밝히는,1
라기,1
거쳤을,1
속사정,1
요컨대,1
좁아진,1
가라앉은,1
어둠인,1
넘었을,1
차갑,1
쳐오는,1
그려내고,1
그러므로,1
따라다,1
""")",1
떠들,1
생생하였다니,1
당함으로써,1
지키려,1
않고서도,1
억눌리거나,1
었으,1
뒤치락거리,1
견디다,1
예비,1
않겠다는,1
원했다고,1
웅크렸으나,1
"(""",1
어둡다,1
녹아내리거나,1
삼키지,1
좋아한,1
없겠지만,1
곧이곧대로,1
익숙했을,1
돌아가신,1
너무나,1
무가치한,1
안과,1
불완전함을,1
스러워,1
무의미,1
공허하지만,1
공허한,1
닻,1
쫓아가거나,1
물들,1
젊은이였다,1
시를,1
썼던,1
빛났었다,1
빛나게,1
실패,1
외면하거나,1
선정,1
1970년,1
연세대,1
국문과,1
문학과사회,1
신춘문예,1
더라도,1
당연한,1
난했던,1
줄어들었을,1
지냈,1
걷힐,1
건대,1
숙명,1
파묻히지,1
방향성,1
따뜻함이나,1
오인,1
고통스럽다는,1
뜻일,1
맞서기,1
익숙해진,1
헤쳐,1
익숙하게,1
여긴,1
강함이라,1
비겁함이었음,1
멀어진,1
복판,1
바라봐야,1
떨치지,1
불운,1
세파,1
쓰러졌을,1
붙잡혔다고,1
몸소,1
꿰뚫어,1
찾아다니며,1
윤리,1
담겨,1
있지는,1
않았겠지만,1
